Python_Pit_Risk_Level,Rolling_3Lap_Degradation,LapTime_ZScore,Outlier_Lap_Flag,Clean_Lap_For_Model,Year,RoundNumber,EventName,Driver_Code,LapNumber,Stint,Tire_Compound,LapTime_Seconds,Degradation_Sec,Lap_ID
Low Risk,0.367333333,1.433423432,Normal,Use: Clean Lap,2025,20,Mexico City Grand Prix,VER,65,2,SOFT,81.558,0.45,2025_20_VER_65
Low Risk,0.305333333,-0.642384403,Normal,Use: Clean Lap,2025,20,Mexico City Grand Prix,VER,66,2,SOFT,81.248,0.14,2025_20_VER_66
Low Risk,0.348333333,1.466904204,Normal,Use: Clean Lap,2025,20,Mexico City Grand Prix,VER,67,2,SOFT,81.563,0.455,2025_20_VER_67
Low Risk,0.383333333,2.136519634,Normal,Use: Clean Lap,2025,20,Mexico City Grand Prix,VER,68,2,SOFT,81.663,0.555000000,2025_20_VER_68
Low Risk,0.998000000,-0.682311549,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,9,1,MEDIUM,75.523,0.998000000,2025_21_ALB_9
Low Risk,0.499000000,-2.833018555,Outlier,Exclude: Statistical Outlier,2025,21,São Paulo Grand Prix,ALB,10,1,MEDIUM,74.525,0,2025_21_ALB_10
Low Risk,0.504000000,-1.725339797,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,11,1,MEDIUM,75.039,0.514,2025_21_ALB_11
Low Risk,0.492333333,-0.757737145,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,12,1,MEDIUM,75.488,0.963000000,2025_21_ALB_12
Medium Risk,1.001333333,0.457692465,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,13,1,MEDIUM,76.052,1.527,2025_21_ALB_13
Medium Risk,1.335,0.431832261,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,14,1,MEDIUM,76.04,1.515,2025_21_ALB_14
High Risk,1.504333333,0.337011511,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,15,1,MEDIUM,75.996,1.471000000,2025_21_ALB_15
Medium Risk,1.435000000,0.009448921,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,16,1,MEDIUM,75.844,1.319000000,2025_21_ALB_16
High Risk,1.503333333,0.873610754,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,17,1,MEDIUM,76.245,1.72,2025_21_ALB_17
Medium Risk,1.457666667,0.041774176,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,18,1,MEDIUM,75.859,1.334000000,2025_21_ALB_18
Medium Risk,1.385,-0.460344794,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,19,1,MEDIUM,75.626,1.101,2025_21_ALB_19
Medium Risk,1.205666667,-0.285788414,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,20,1,MEDIUM,75.707,1.182000000,2025_21_ALB_20
Medium Risk,1.334666667,0.875765771,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,21,1,MEDIUM,76.246,1.721000000,2025_21_ALB_21
Medium Risk,1.410333333,0.028844074,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,22,1,MEDIUM,75.853,1.328000000,2025_21_ALB_22
Medium Risk,1.418666667,-0.231912988,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,23,1,MEDIUM,75.732,1.207000000,2025_21_ALB_23
Medium Risk,1.271000000,-0.078906778,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,24,1,MEDIUM,75.803,1.278000000,2025_21_ALB_24
Medium Risk,1.204000000,-0.404314351,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,25,1,MEDIUM,75.652,1.127,2025_21_ALB_25
Medium Risk,1.278666667,0.250810829,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,26,1,MEDIUM,75.956,1.431,2025_21_ALB_26
Medium Risk,1.24,-0.328888754,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,27,1,MEDIUM,75.687,1.162000000,2025_21_ALB_27
Medium Risk,1.273,-0.190967664,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,28,1,MEDIUM,75.751,1.226,2025_21_ALB_28
Medium Risk,1.164333333,-0.451724726,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,29,1,MEDIUM,75.63,1.105000000,2025_21_ALB_29
Medium Risk,1.291333333,0.492172738,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,30,1,MEDIUM,76.068,1.543000000,2025_21_ALB_30
Medium Risk,1.265333333,-0.359058993,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,31,1,MEDIUM,75.673,1.148,2025_21_ALB_31
High Risk,1.514666667,1.160228020,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,32,1,MEDIUM,76.378,1.853000000,2025_21_ALB_32
High Risk,1.629333333,1.233498600,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,33,1,MEDIUM,76.412,1.887,2025_21_ALB_33
High Risk,2.086666667,2.597624386,Outlier,Exclude: Statistical Outlier,2025,21,São Paulo Grand Prix,ALB,34,1,MEDIUM,77.045,2.52,2025_21_ALB_34
Low Risk,0,-2.236323489,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,37,2,SOFT,73.495,0,2025_21_ALB_37
Low Risk,0.19,-1.528219949,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,38,2,SOFT,73.875,0.38,2025_21_ALB_38
Low Risk,0.189333333,-1.885998580,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,39,2,SOFT,73.683,0.188,2025_21_ALB_39
Low Risk,0.525000000,-0.359849109,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,40,2,SOFT,74.502,1.007000000,2025_21_ALB_40
Low Risk,0.874666667,0.426518506,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,41,2,SOFT,74.924,1.429,2025_21_ALB_41
Medium Risk,1.152666667,-0.331897653,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,42,2,SOFT,74.517,1.022000000,2025_21_ALB_42
Medium Risk,1.276,0.329620127,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,43,2,SOFT,74.872,1.377,2025_21_ALB_43
Medium Risk,1.224,0.135823369,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,44,2,SOFT,74.768,1.273,2025_21_ALB_44
Medium Risk,1.279333333,-0.022568212,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,45,2,SOFT,74.683,1.188,2025_21_ALB_45
Medium Risk,1.189666667,-0.171642642,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,46,2,SOFT,74.603,1.108000000,2025_21_ALB_46
Medium Risk,1.471666667,1.712285460,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,47,2,SOFT,75.614,2.119,2025_21_ALB_47
High Risk,1.536,0.337073849,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,48,2,SOFT,74.876,1.381,2025_21_ALB_48
High Risk,1.633666667,0.374342456,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,49,2,SOFT,74.896,1.401,2025_21_ALB_49
Medium Risk,1.416,0.495465430,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,50,2,SOFT,74.961,1.466000000,2025_21_ALB_50
Medium Risk,1.449666667,0.525280316,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,51,2,SOFT,74.977,1.482,2025_21_ALB_51
Medium Risk,1.471000000,0.493602000,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,52,2,SOFT,74.96,1.465000000,2025_21_ALB_52
Medium Risk,1.491,0.607271252,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,53,2,SOFT,75.021,1.526,2025_21_ALB_53
High Risk,1.593666667,1.099216869,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,54,2,SOFT,75.285,1.790000000,2025_21_ALB_54
Low Risk,0.109000000,-1.062240524,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,57,3,MEDIUM,72.509,0.109000000,2025_21_ALB_57
Low Risk,0.182000000,-0.942290707,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,58,3,MEDIUM,72.655,0.255,2025_21_ALB_58
Low Risk,0.121333333,-1.151792100,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,59,3,MEDIUM,72.4,0,2025_21_ALB_59
Low Risk,0.368000000,-0.454275699,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,60,3,MEDIUM,73.249,0.849000000,2025_21_ALB_60
Low Risk,0.592666667,-0.388549772,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,61,3,MEDIUM,73.329,0.929000000,2025_21_ALB_61
Low Risk,0.796333333,-0.649810332,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,62,3,MEDIUM,73.011,0.611000000,2025_21_ALB_62
Low Risk,0.828333333,-0.375404587,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,63,3,MEDIUM,73.345,0.945000000,2025_21_ALB_63
Low Risk,0.823333333,-0.400873383,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,64,3,MEDIUM,73.314,0.914000000,2025_21_ALB_64
Medium Risk,1.102666667,0.038668754,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,65,3,MEDIUM,73.849,1.449,2025_21_ALB_65
Medium Risk,1.286000000,0.076461162,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,66,3,MEDIUM,73.895,1.495000000,2025_21_ALB_66
High Risk,1.670000000,0.545579966,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,67,3,MEDIUM,74.466,2.066000000,2025_21_ALB_67
High Risk,1.721000000,0.164369589,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,68,3,MEDIUM,74.002,1.602000000,2025_21_ALB_68
High Risk,1.902666667,0.524219040,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,69,3,MEDIUM,74.44,2.040000000,2025_21_ALB_69
High Risk,2.274666667,1.462456648,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALB,70,3,MEDIUM,75.582,3.182000000,2025_21_ALB_70
High Risk,3.268333333,2.613481946,Outlier,Exclude: Statistical Outlier,2025,21,São Paulo Grand Prix,ALB,71,3,MEDIUM,76.983,4.583,2025_21_ALB_71
Low Risk,0.798000000,-0.572811914,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,9,1,HARD,75.722,0.798000000,2025_21_ALO_9
Low Risk,0.399000000,-2.366857409,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,10,1,HARD,74.924,0,2025_21_ALO_10
Low Risk,0.346666667,-1.822798499,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,11,1,HARD,75.166,0.242000000,2025_21_ALO_11
Low Risk,0.216333333,-1.451849243,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,12,1,HARD,75.331,0.407,2025_21_ALO_12
Low Risk,0.537666667,-0.199614480,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,13,1,HARD,75.888,0.964,2025_21_ALO_13
Low Risk,0.873333333,0.441116054,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,14,1,HARD,76.173,1.249,2025_21_ALO_14
Medium Risk,1.090666667,0.013962364,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,15,1,HARD,75.983,1.059,2025_21_ALO_15
Medium Risk,1.094666667,-0.172636353,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,16,1,HARD,75.9,0.976,2025_21_ALO_16
Medium Risk,1.222333333,1.302167964,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,17,1,HARD,76.556,1.632000000,2025_21_ALO_17
Medium Risk,1.312333333,0.620970239,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,18,1,HARD,76.253,1.329000000,2025_21_ALO_18
Medium Risk,1.281666667,-0.379468665,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,19,1,HARD,75.808,0.884,2025_21_ALO_19
Medium Risk,1.124333333,0.241028273,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,20,1,HARD,76.084,1.16,2025_21_ALO_20
Medium Risk,1.236666667,1.378605993,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,21,1,HARD,76.59,1.666,2025_21_ALO_21
Medium Risk,1.398333333,0.710897331,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,22,1,HARD,76.293,1.369,2025_21_ALO_22
Medium Risk,1.345666667,-0.114183742,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,23,1,HARD,75.926,1.002,2025_21_ALO_23
Medium Risk,1.192333333,0.344444429,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,24,1,HARD,76.13,1.206000000,2025_21_ALO_24
Medium Risk,1.206333333,0.805320778,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,25,1,HARD,76.335,1.411000000,2025_21_ALO_25
Medium Risk,1.355666667,0.892999693,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,26,1,HARD,76.374,1.450000000,2025_21_ALO_26
Medium Risk,1.353333333,0.328707188,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,27,1,HARD,76.123,1.199,2025_21_ALO_27
Low Risk,0.248000000,-0.616567581,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,30,2,MEDIUM,74.591,0.248000000,2025_21_ALO_30
Low Risk,0.124000000,-1.113831842,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,31,2,MEDIUM,74.343,0,2025_21_ALO_31
Low Risk,0.093000000,-1.051673809,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,32,2,MEDIUM,74.374,0.031000000,2025_21_ALO_32
Low Risk,0.122333333,-0.440118973,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,33,2,MEDIUM,74.679,0.336,2025_21_ALO_33
Low Risk,0.226000000,-0.490246418,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,34,2,MEDIUM,74.654,0.311000000,2025_21_ALO_34
Low Risk,0.285666667,-0.692761298,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,35,2,MEDIUM,74.553,0.210000000,2025_21_ALO_35
Low Risk,0.232000000,-0.762939722,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,36,2,MEDIUM,74.518,0.175,2025_21_ALO_36
Low Risk,0.163666667,-0.901291472,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,37,2,MEDIUM,74.449,0.106000000,2025_21_ALO_37
Low Risk,0.228000000,-0.305777418,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,38,2,MEDIUM,74.746,0.403000000,2025_21_ALO_38
Low Risk,0.341333333,-0.081206462,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,39,2,MEDIUM,74.858,0.515,2025_21_ALO_39
Low Risk,0.560666667,0.418062896,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,40,2,MEDIUM,75.107,0.764,2025_21_ALO_40
Low Risk,0.801666667,1.143908309,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,41,2,MEDIUM,75.469,1.126000000,2025_21_ALO_41
Medium Risk,1.111,1.779524320,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,42,2,MEDIUM,75.786,1.443,2025_21_ALO_42
Medium Risk,1.146333333,0.630603266,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,43,2,MEDIUM,75.213,0.870000000,2025_21_ALO_43
Medium Risk,1.008,0.311792712,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,44,2,MEDIUM,75.054,0.711,2025_21_ALO_44
Medium Risk,1.073333333,2.172523493,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,45,2,MEDIUM,75.982,1.639,2025_21_ALO_45
Low Risk,0,-2.518968092,Outlier,Exclude: Statistical Outlier,2025,21,São Paulo Grand Prix,ALO,48,3,MEDIUM,73.312,0,2025_21_ALO_48
Low Risk,0.178000000,-1.442003351,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,49,3,MEDIUM,73.668,0.356000000,2025_21_ALO_49
Low Risk,0.292666667,-0.939823163,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,50,3,MEDIUM,73.834,0.522000000,2025_21_ALO_50
Low Risk,0.506666667,-0.576801340,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,51,3,MEDIUM,73.954,0.642,2025_21_ALO_51
Low Risk,0.641000000,-0.222855063,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,52,3,MEDIUM,74.071,0.759,2025_21_ALO_52
Low Risk,0.699666667,-0.407391157,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,53,3,MEDIUM,74.01,0.698000000,2025_21_ALO_53
Low Risk,0.782333333,0.173443760,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,54,3,MEDIUM,74.202,0.89,2025_21_ALO_54
Low Risk,0.776333333,-0.277308337,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,55,3,MEDIUM,74.053,0.741,2025_21_ALO_55
Low Risk,0.838666667,0.158317850,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,56,3,MEDIUM,74.197,0.885000000,2025_21_ALO_56
Low Risk,0.851666667,0.291425852,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,57,3,MEDIUM,74.241,0.929,2025_21_ALO_57
Low Risk,0.924000000,0.379156126,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,58,3,MEDIUM,74.27,0.958,2025_21_ALO_58
Low Risk,0.963333333,0.515289309,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,59,3,MEDIUM,74.315,1.003,2025_21_ALO_59
Medium Risk,1.229333333,2.705520973,Outlier,Exclude: Statistical Outlier,2025,21,São Paulo Grand Prix,ALO,60,3,MEDIUM,75.039,1.727,2025_21_ALO_60
Medium Risk,1.300333333,1.023519861,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,61,3,MEDIUM,74.483,1.171000000,2025_21_ALO_61
Medium Risk,1.151000000,-0.839992162,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,62,3,MEDIUM,73.867,0.555000000,2025_21_ALO_62
Low Risk,0.850666667,-0.020167879,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,63,3,MEDIUM,74.138,0.826000000,2025_21_ALO_63
Low Risk,0.720000000,-0.162351426,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,64,3,MEDIUM,74.091,0.779,2025_21_ALO_64
Low Risk,0.830666667,0.164368214,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,65,3,MEDIUM,74.199,0.887,2025_21_ALO_65
Low Risk,0.954333333,1.102174589,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,66,3,MEDIUM,74.509,1.197,2025_21_ALO_66
Medium Risk,1.065666667,0.848059314,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,67,3,MEDIUM,74.425,1.113,2025_21_ALO_67
Low Risk,0.968000000,-0.722010070,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,68,3,MEDIUM,73.906,0.594000000,2025_21_ALO_68
Low Risk,0.820666667,-0.234955791,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,69,3,MEDIUM,74.067,0.755,2025_21_ALO_69
Low Risk,0.734666667,0.067562395,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,70,3,MEDIUM,74.167,0.855,2025_21_ALO_70
Low Risk,0.917333333,0.935789587,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ALO,71,3,MEDIUM,74.454,1.142,2025_21_ALO_71
Low Risk,0.141000000,-1.548013337,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,9,1,SOFT,74.268,0.141000000,2025_21_ANT_9
Low Risk,0.070500000,-1.863812537,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,10,1,SOFT,74.127,0,2025_21_ANT_10
Low Risk,0.200000000,-0.835785354,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,11,1,SOFT,74.586,0.459,2025_21_ANT_11
Low Risk,0.326000000,-0.701402715,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,12,1,SOFT,74.646,0.519000000,2025_21_ANT_12
Low Risk,0.637000000,0.225837489,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,13,1,SOFT,75.06,0.933000000,2025_21_ANT_13
Low Risk,0.808666667,0.317665626,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,14,1,SOFT,75.101,0.974,2025_21_ANT_14
Low Risk,0.981333333,0.458767396,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,15,1,SOFT,75.164,1.037000000,2025_21_ANT_15
Low Risk,0.991000000,0.290789098,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,16,1,SOFT,75.089,0.962,2025_21_ANT_16
Medium Risk,1.086333333,0.958222868,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,17,1,SOFT,75.387,1.260000000,2025_21_ANT_17
Medium Risk,1.127333333,0.734251805,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,18,1,SOFT,75.287,1.160000000,2025_21_ANT_18
Medium Risk,1.195666667,0.749929779,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,19,1,SOFT,75.294,1.167,2025_21_ANT_19
Medium Risk,1.233666667,1.213549881,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,20,1,SOFT,75.501,1.374000000,2025_21_ANT_20
Low Risk,0,-2.180672609,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,23,2,MEDIUM,73.672,0,2025_21_ANT_23
Low Risk,0.526000000,0.577310762,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,24,2,MEDIUM,74.724,1.052000000,2025_21_ANT_24
Low Risk,0.916000000,2.265657996,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,25,2,MEDIUM,75.368,1.696,2025_21_ANT_25
Medium Risk,1.012,-1.425635336,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,26,2,MEDIUM,73.96,0.288,2025_21_ANT_26
Low Risk,0.786666667,-1.194929503,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,27,2,MEDIUM,74.048,0.376,2025_21_ANT_27
Low Risk,0.678,1.410997750,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,28,2,MEDIUM,75.042,1.37,2025_21_ANT_28
Medium Risk,1.104333333,1.927464218,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,29,2,MEDIUM,75.239,1.567000000,2025_21_ANT_29
Medium Risk,1.092333333,-1.289309162,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,30,2,MEDIUM,74.012,0.34,2025_21_ANT_30
Low Risk,0.851000000,-0.487082060,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,31,2,MEDIUM,74.318,0.646,2025_21_ANT_31
Low Risk,0.638333333,0.254846927,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,32,2,MEDIUM,74.601,0.929,2025_21_ANT_32
Low Risk,0.802666667,0.003167836,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,33,2,MEDIUM,74.505,0.833,2025_21_ANT_33
Low Risk,0.947333333,0.650717163,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,34,2,MEDIUM,74.752,1.08,2025_21_ANT_34
Low Risk,0.948666667,0.265333555,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,35,2,MEDIUM,74.605,0.933000000,2025_21_ANT_35
Low Risk,0.972000000,0.186683840,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,36,2,MEDIUM,74.575,0.903000000,2025_21_ANT_36
Low Risk,0.806000000,-0.654868120,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,37,2,MEDIUM,74.254,0.582000000,2025_21_ANT_37
Low Risk,0.786000000,0.108034124,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,38,2,MEDIUM,74.545,0.873,2025_21_ANT_38
Low Risk,0.730333333,-0.251132912,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,39,2,MEDIUM,74.408,0.736,2025_21_ANT_39
Low Risk,0.865333333,0.406903044,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,40,2,MEDIUM,74.659,0.987000000,2025_21_ANT_40
Low Risk,0.867666667,0.126385724,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,41,2,MEDIUM,74.552,0.880000000,2025_21_ANT_41
Low Risk,0.851333333,-0.379594115,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,42,2,MEDIUM,74.359,0.687,2025_21_ANT_42
Low Risk,0.756666667,-0.337647600,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,43,2,MEDIUM,74.375,0.703,2025_21_ANT_43
Low Risk,0.700333333,-0.316674342,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,44,2,MEDIUM,74.383,0.711,2025_21_ANT_44
Low Risk,0.757333333,0.068709266,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,45,2,MEDIUM,74.53,0.858,2025_21_ANT_45
Low Risk,0.834000000,0.265333555,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,46,2,MEDIUM,74.605,0.933000000,2025_21_ANT_46
Low Risk,0.405,-0.372182380,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,49,3,MEDIUM,73.528,0.405,2025_21_ANT_49
Low Risk,0.377500000,-0.615118763,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,50,3,MEDIUM,73.473,0.350000000,2025_21_ANT_50
Low Risk,0.313000000,-1.348344937,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,51,3,MEDIUM,73.307,0.184,2025_21_ANT_51
Low Risk,0.178000000,-2.161077563,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,52,3,MEDIUM,73.123,0,2025_21_ANT_52
Low Risk,0.138333333,-1.140744755,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,53,3,MEDIUM,73.354,0.231000000,2025_21_ANT_53
Low Risk,0.135666667,-1.383681138,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,54,3,MEDIUM,73.299,0.176,2025_21_ANT_54
Low Risk,0.275666667,-0.305927002,Normal,Use: Clean Lap,2025,21,São Paulo Grand Prix,ANT,55,3,MEDIUM,73.543,0.42,2025_21_ANT_55
